Number	Path	Coordinates
0;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
1;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
2;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
3;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;49.3164;y=;17.4836
4;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
5;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
6;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
7;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-9;y=;-21.8
8;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-22.88998;y=;24.88999
9;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
10;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
11;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-29.29468;y=;8.894676
12;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
13;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;2.984833;y=;19.81517
14;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;7.071159;y=;15.8
15;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-27.9;y=;3.75
16;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
17;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-34.6;y=;-16.2
18;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
19;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
20;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
21;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
22;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-29.8;y=;-23.4
23;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;15.8;y=;6.200005
24;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-9.37133;y=;5.028667
25;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
26;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-47.09601;y=;10.50399
27;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;33.12904;y=;7.800003
28;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;31.5;y=;28.05
29;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
30;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
31;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;12.58819;y=;-0.2118058
32;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
33;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
34;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
35;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-40.24179;y=;20.55821
36;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;2.71048;y=;20.08952
37;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-4.020668;y=;22.02067
38;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;4.599998;y=;13.4
39;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;51;y=;-26.07839
40;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-28.2;y=;-17
41;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
42;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
43;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
44;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-27.9;y=;3.75
45;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;14.81435;y=;2.014357
46;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;40.6;y=;3.800003
47;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-37.28951;y=;20.31049
48;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
49;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-34.40477;y=;-17
50;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
51;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
52;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-32.82958;y=;24.77042
53;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
54;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-40.2;y=;-19.70003
55;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
56;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
57;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
58;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
59;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-43.4;y=;-17
60;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;52.6;y=;-6.599998
61;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;2.200005;y=;-16.2
