Number	Path	Coordinates
0;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-17.05946;y=;14.14054
1;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.875873;y=;8.200001
2;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
3;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;1.35;y=;15.69
4;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.2610464;y=;-0.9389544
5;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;19.23
6;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
7;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
8;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;1.35;y=;15.69
9;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.8745785;y=;7.67458
10;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-8.236152;y=;14.23615
11;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;0.2435551;y=;-1.4
12;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-8.459454;y=;5.140547
13;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;1.35;y=;15.69
14;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.9712543;y=;-1.028745
15;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
16;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;19.23
17;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;5.639999;y=;7.23
18;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
19;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;1.35;y=;15.69
20;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
21;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.059458;y=;8.940542
22;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.8467035;y=;8.446705
23;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.7855406;y=;-0.4144602
24;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
25;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-5.491312;y=;6.691313
26;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
27;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;1.35;y=;15.69
28;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-12.0673;y=;15.4
29;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-16.365;y=;5.44
30;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
31;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
32;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-6.013639;y=;9.613642
33;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-1.477721;y=;14.52228
34;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;1.35;y=;15.69
35;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.3732986;y=;-0.8267012
36;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-17.4;y=;4.521997
37;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;5.639999;y=;7.23
38;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3;y=;9
39;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
40;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;19.23
41;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;5.639999;y=;-4.77
42;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
43;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
44;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
45;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-1.4;y=;8.839046
46;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;1.35;y=;15.69
47;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;0.2457848;y=;6.6
48;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-11.8;y=;0.9910231
49;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;2.6;y=;7.400002
50;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.2512913;y=;-0.9487095
51;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
52;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-5.084429;y=;8.684427
53;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;1.35;y=;15.69
54;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
55;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;5.639999;y=;-4.77
56;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;1.35;y=;15.69
57;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.6448;y=;13.44481
58;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;0.2425699;y=;8.200001
59;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-12.6;y=;11.92636
60;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-15.90806;y=;15.29194
61;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;19.23
62;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;1.35;y=;15.69
63;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
64;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-4.267702;y=;6.6
65;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;5.639999;y=;-4.77
66;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
67;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;1.35;y=;15.69
68;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
69;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-13.02156;y=;14.22156
70;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
71;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-15.61393;y=;-0.7860737
72;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-16.365;y=;-6.765
73;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;7.400002
