Number	Path	Coordinates
0;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
1;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-18.3312;y=;-19.2
2;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-24;y=;1.02029
3;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-12.51341
4;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
5;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;26.4;y=;3.200001
6;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
7;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;16.9704;y=;4.799999
8;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
9;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
10;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;28.36416;y=;0
11;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
12;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-14.96287
13;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;9.600002;y=;5.239445
14;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;36.6;y=;21.9
15;[0] (UnityEngine.Transform)-[10] (UnityEngine.Transform);x=;10.00682;y=;9.206814
16;[10] (UnityEngine.Transform)-[10] (UnityEngine.Transform);x=;40;y=;12.8
17;[10] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-11.32111
18;[0] (UnityEngine.Transform)-[10] (UnityEngine.Transform);x=;13.55945;y=;7.240559
19;[10] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;10.14783;y=;9.347828
20;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
21;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
22;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-24;y=;-27.26674
23;[0] (UnityEngine.Transform)-[10] (UnityEngine.Transform);x=;-26.05772;y=;-22.74228
24;[10] (UnityEngine.Transform)-[60] (UnityEngine.Transform);x=;-0.03941154;y=;2.400002
25;[60] (UnityEngine.Transform)-[10] (UnityEngine.Transform);x=;-9.771208;y=;14.57121
26;[10] (UnityEngine.Transform)-[60] (UnityEngine.Transform);x=;-2.655816;y=;16.71028
27;[60] (UnityEngine.Transform)-[50] (UnityEngine.Transform);x=;31.93877;y=;-0.7387657
28;[50] (UnityEngine.Transform)-[10] (UnityEngine.Transform);x=;36.04285;y=;-27.4107
29;[10] (UnityEngine.Transform)-[10] (UnityEngine.Transform);x=;-36;y=;24
30;[10] (UnityEngine.Transform)-[10] (UnityEngine.Transform)
31;[10] (UnityEngine.Transform)-[10] (UnityEngine.Transform);x=;-21.1253;y=;2.400002
32;[10] (UnityEngine.Transform)-[50] (UnityEngine.Transform);x=;32.30935;y=;2.709351
33;[50] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;36.6;y=;-30.15
34;[0] (UnityEngine.Transform)-[10] (UnityEngine.Transform)
35;[10] (UnityEngine.Transform)-[10] (UnityEngine.Transform);x=;-28.23215;y=;-0.5678444
36;[10] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;32;y=;-21.6
37;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
38;[0] (UnityEngine.Transform)-[10] (UnityEngine.Transform);x=;-21.6;y=;-33.13295
39;[10] (UnityEngine.Transform)-[10] (UnityEngine.Transform)
40;[10] (UnityEngine.Transform)-[60] (UnityEngine.Transform);x=;9.246191;y=;8.44619
