Number	Path	Coordinates
0;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
1;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
2;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
3;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-1.4;y=;12.48417
4;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
5;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-16.365;y=;19.23
6;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
7;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
8;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
9;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
10;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
11;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;0.8745804;y=;15.63987
12;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.811666;y=;8.200001
13;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-8.973654;y=;13.37365
14;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
15;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
16;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
17;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;19.23
18;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
19;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-8.558007;y=;14.55801
20;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
21;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
22;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
23;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
24;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
25;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.540297;y=;6.340298
26;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-8.963447;y=;13.36345
27;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
28;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;1.35;y=;15.69
29;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;19.23
30;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
31;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
32;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
33;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
34;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;0.7403164;y=;15.62571
35;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.848688;y=;8.200001
36;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.10628;y=;3.49372
37;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-7.984297;y=;12.3843
38;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
39;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
40;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-1.4;y=;14.6
41;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;1.35;y=;15.69
42;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
43;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-9.449636;y=;13.84964
44;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
45;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
46;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-1.4;y=;14.6
47;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.622225;y=;6.6
48;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-11.8;y=;11.4
49;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
50;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
51;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-1.4;y=;1.043831
52;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
53;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;19.23
54;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
55;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
56;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
57;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;0.7593021;y=;15.62771
58;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.799999;y=;8.200001
59;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
60;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
61;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
62;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
63;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-4.633638;y=;8.233639
64;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
65;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;5.639999;y=;-4.77
66;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
67;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
68;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
69;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;0.7702446;y=;15.62886
70;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
71;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-4.691059;y=;8.291058
72;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-11.8;y=;10.69703
73;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
74;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
75;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;0.8215485;y=;15.63427
76;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
77;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;19.23
78;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
79;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-8.6;y=;13
80;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
81;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
82;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
83;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;0.8232422;y=;15.63445
84;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.942576;y=;8.200001
85;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
86;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;1.35;y=;15.69
87;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
88;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-1.4;y=;7.518936
89;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-16.365;y=;19.23
90;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
91;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-8.554706;y=;14.55471
92;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
93;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
94;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;0.8449554;y=;15.63674
95;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.87598;y=;8.200001
96;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-11.8;y=;11.38126
97;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
