Number	Path	Coordinates
0;WayPoint (6) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform);x=;-29.8;y=;17.4
1;WayPoint (3) (UnityEngine.Transform)-WayPoint (7) (UnityEngine.Transform);x=;-4.199997;y=;27
2;WayPoint (7) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform)
3;WayPoint (1) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
4;WayPoint (2) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform);x=;-43.87839;y=;-17
5;WayPoint (5) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform);x=;4.599998;y=;-5
6;WayPoint (4) (UnityEngine.Transform)-WayPoint (8) (UnityEngine.Transform)
7;WayPoint (8) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform)
8;WayPoint (5) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
9;WayPoint (3) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
10;WayPoint (2) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
11;WayPoint (6) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
12;WayPoint (4) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform);x=;3.293163;y=;19.50684
13;WayPoint (1) (UnityEngine.Transform)-WayPoint (7) (UnityEngine.Transform)
14;WayPoint (7) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform);x=;-19.4;y=;-29.8
15;WayPoint (5) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform);x=;-21;y=;-29.7
16;WayPoint (3) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform);x=;29.80201;y=;7
17;WayPoint (1) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform);x=;-9;y=;20.93638
18;WayPoint (4) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
19;WayPoint (6) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform);x=;-50.96409;y=;-5.364089
20;WayPoint (2) (UnityEngine.Transform)-WayPoint (8) (UnityEngine.Transform)
21;WayPoint (8) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform);x=;-23.53577;y=;-28.06423
22;WayPoint (5) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform);x=;-21;y=;-29.7
23;WayPoint (4) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
24;WayPoint (2) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
25;WayPoint (6) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
26;WayPoint (3) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform);x=;-4.567333;y=;27.36734
27;WayPoint (1) (UnityEngine.Transform)-WayPoint (7) (UnityEngine.Transform)
28;WayPoint (7) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
29;WayPoint (4) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
30;WayPoint (6) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform);x=;-36.93486;y=;-5
31;WayPoint (2) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform);x=;-47.65268;y=;-5
32;WayPoint (1) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
33;WayPoint (3) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform);x=;-27.4;y=;-1.559925
34;WayPoint (5) (UnityEngine.Transform)-WayPoint (8) (UnityEngine.Transform)
35;WayPoint (8) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
36;WayPoint (4) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform)
37;WayPoint (5) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform);x=;52.30051;y=;-14.89949
38;WayPoint (1) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform);x=;50.67001;y=;-25.05
39;WayPoint (6) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
40;WayPoint (2) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
41;WayPoint (3) (UnityEngine.Transform)-WayPoint (7) (UnityEngine.Transform)
42;WayPoint (7) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform)
43;WayPoint (1) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
44;WayPoint (2) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
45;WayPoint (6) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform)
46;WayPoint (5) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
47;WayPoint (3) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
48;WayPoint (4) (UnityEngine.Transform)-WayPoint (8) (UnityEngine.Transform)
49;WayPoint (8) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform);x=;-41.8;y=;-0.5011578
50;WayPoint (3) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform)
51;WayPoint (5) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform);x=;0.08411407;y=;-11.91588
52;WayPoint (1) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform);x=;2.633362;y=;15.36665
53;WayPoint (4) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
54;WayPoint (6) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
55;WayPoint (2) (UnityEngine.Transform)-WayPoint (7) (UnityEngine.Transform)
56;WayPoint (7) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform);x=;12.94354;y=;3.343545
57;WayPoint (4) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
58;WayPoint (2) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform);x=;-23.4;y=;-23.4
59;WayPoint (5) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform);x=;-21;y=;-29.7
60;WayPoint (6) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform)
61;WayPoint (1) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform);x=;-11.4;y=;23.39991
62;WayPoint (3) (UnityEngine.Transform)-WayPoint (8) (UnityEngine.Transform);x=;-7.210575;y=;29.21058
63;WayPoint (8) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
64;WayPoint (6) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform)
65;WayPoint (5) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
66;WayPoint (2) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform);x=;3.539024;y=;-8.460977
67;WayPoint (1) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
68;WayPoint (4) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
69;WayPoint (3) (UnityEngine.Transform)-WayPoint (7) (UnityEngine.Transform)
70;WayPoint (7) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform);x=;13.01757;y=;3.41757
71;WayPoint (6) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
72;WayPoint (2) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform);x=;-20.78228;y=;-18.81771
73;WayPoint (1) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
74;WayPoint (4) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
75;WayPoint (3) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform)
76;WayPoint (5) (UnityEngine.Transform)-WayPoint (8) (UnityEngine.Transform)
77;WayPoint (8) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
78;WayPoint (2) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
79;WayPoint (4) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform)
80;WayPoint (1) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
81;WayPoint (6) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
82;WayPoint (3) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform);x=;-21.8;y=;-10.6
83;WayPoint (5) (UnityEngine.Transform)-WayPoint (7) (UnityEngine.Transform);x=;-4.199997;y=;-16.2
84;WayPoint (7) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
85;WayPoint (2) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
86;WayPoint (4) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
87;WayPoint (3) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
88;WayPoint (6) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform)
89;WayPoint (5) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform)
90;WayPoint (1) (UnityEngine.Transform)-WayPoint (8) (UnityEngine.Transform)
91;WayPoint (8) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
92;WayPoint (3) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform);x=;-51.4;y=;-5.799995
93;WayPoint (2) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
94;WayPoint (4) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform);x=;-7.400002;y=;27.8
95;WayPoint (6) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform)
96;WayPoint (1) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform);x=;-18.97615;y=;-25.37615
97;WayPoint (5) (UnityEngine.Transform)-WayPoint (7) (UnityEngine.Transform);x=;-21;y=;-29.7
98;WayPoint (7) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform);x=;33.01734;y=;-2.599998
99;WayPoint (2) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform);x=;54.44321;y=;-8.443213
100;WayPoint (1) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform);x=;50.67001;y=;-25.05
101;WayPoint (6) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
102;WayPoint (3) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform)
103;WayPoint (5) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
104;WayPoint (4) (UnityEngine.Transform)-WayPoint (8) (UnityEngine.Transform)
105;WayPoint (8) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
106;WayPoint (2) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform);x=;-47.0256;y=;-2.225597
107;WayPoint (1) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform);x=;2.200005;y=;-9.431916
108;WayPoint (5) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
109;WayPoint (3) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
110;WayPoint (4) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
111;WayPoint (6) (UnityEngine.Transform)-WayPoint (7) (UnityEngine.Transform);x=;-6.942108;y=;9.057894
112;WayPoint (7) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform);x=;9.419273;y=;6.200005
113;WayPoint (3) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
114;WayPoint (4) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
115;WayPoint (2) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform);x=;-46.6;y=;-1
116;WayPoint (6) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform);x=;29.32187;y=;5.321866
117;WayPoint (1) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform);x=;-2.73238;y=;-14.73238
118;WayPoint (5) (UnityEngine.Transform)-WayPoint (8) (UnityEngine.Transform);x=;-32.01974;y=;-23.4
119;WayPoint (8) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
120;WayPoint (4) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
121;WayPoint (3) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform)
122;WayPoint (5) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform)
123;WayPoint (1) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
124;WayPoint (2) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
125;WayPoint (6) (UnityEngine.Transform)-WayPoint (7) (UnityEngine.Transform);x=;4.599998;y=;13.4
126;WayPoint (7) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform);x=;0.3566971;y=;6.200005
127;WayPoint (6) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform);x=;-1;y=;23.8
128;WayPoint (4) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
129;WayPoint (2) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
130;WayPoint (3) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform);x=;-23.41582;y=;-28.98417
131;WayPoint (5) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform);x=;-21;y=;-29.7
132;WayPoint (1) (UnityEngine.Transform)-WayPoint (8) (UnityEngine.Transform)
133;WayPoint (8) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
134;WayPoint (6) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
135;WayPoint (4) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform);x=;-28.2;y=;-0.7981825
136;WayPoint (5) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform)
137;WayPoint (1) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
138;WayPoint (3) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
139;WayPoint (2) (UnityEngine.Transform)-WayPoint (7) (UnityEngine.Transform)
140;WayPoint (7) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
141;WayPoint (6) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform);x=;-39.62071;y=;20.02071
142;WayPoint (2) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform)
143;WayPoint (1) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
144;WayPoint (3) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
145;WayPoint (4) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform)
146;WayPoint (5) (UnityEngine.Transform)-WayPoint (8) (UnityEngine.Transform)
147;WayPoint (8) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
148;WayPoint (6) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
149;WayPoint (3) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform)
150;WayPoint (1) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform);x=;8.903572;y=;7
151;WayPoint (2) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform)
152;WayPoint (5) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
153;WayPoint (4) (UnityEngine.Transform)-WayPoint (7) (UnityEngine.Transform);x=;-3.945187;y=;27.54519
154;WayPoint (7) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform);x=;-14.91717;y=;5.717172
155;WayPoint (2) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform);x=;-28.2;y=;-3.851645
156;WayPoint (1) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
157;WayPoint (6) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
158;WayPoint (4) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
159;WayPoint (3) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform)
160;WayPoint (5) (UnityEngine.Transform)-WayPoint (8) (UnityEngine.Transform)
161;WayPoint (8) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform)
162;WayPoint (5) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
163;WayPoint (2) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform);x=;-7.858124;y=;-29
164;WayPoint (1) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
165;WayPoint (6) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
166;WayPoint (3) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
167;WayPoint (4) (UnityEngine.Transform)-WayPoint (7) (UnityEngine.Transform);x=;3;y=;19.8
168;WayPoint (7) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform);x=;-5.291191;y=;-17.29119
169;WayPoint (5) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform)
170;WayPoint (2) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
171;WayPoint (4) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform)
172;WayPoint (1) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform)
173;WayPoint (3) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform);x=;-29.99387;y=;28.79387
174;WayPoint (6) (UnityEngine.Transform)-WayPoint (8) (UnityEngine.Transform)
175;WayPoint (8) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform);x=;-29.8;y=;-22.6
176;WayPoint (5) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform);x=;-21;y=;-29.7
177;WayPoint (3) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform)
178;WayPoint (1) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform);x=;39.93784;y=;7.662161
179;WayPoint (2) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
180;WayPoint (4) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
181;WayPoint (6) (UnityEngine.Transform)-WayPoint (7) (UnityEngine.Transform)
182;WayPoint (7) (UnityEngine.Transform)-WayPoint (1) (UnityEngine.Transform)
183;WayPoint (1) (UnityEngine.Transform)-WayPoint (3) (UnityEngine.Transform);x=;5.400002;y=;11.8
184;WayPoint (3) (UnityEngine.Transform)-WayPoint (4) (UnityEngine.Transform)
185;WayPoint (4) (UnityEngine.Transform)-WayPoint (6) (UnityEngine.Transform)
186;WayPoint (6) (UnityEngine.Transform)-WayPoint (5) (UnityEngine.Transform);x=;-21;y=;-24.50769
187;WayPoint (5) (UnityEngine.Transform)-WayPoint (2) (UnityEngine.Transform);x=;-24.02118;y=;-26.77882
188;WayPoint (2) (UnityEngine.Transform)-WayPoint (8) (UnityEngine.Transform)
