Number	Path	Coordinates
0;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.06212997;y=;15.4
1;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-2.726686;y=;8.200001
2;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
3;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
4;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.256962;y=;6.056963
5;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;5.639999;y=;-4.77
6;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
7;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.2403297;y=;-0.9596691
8;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-4.139633;y=;8.200001
9;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-3.898969;y=;6.698971
10;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-8.661363;y=;15.4
11;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.6000004;y=;15.4
12;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-4.136042;y=;8.200001
13;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-1.4;y=;7.084614
14;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.2546425;y=;15.4
15;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
16;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
17;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;19.23
18;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-10.365;y=;-5.34
19;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.0829525;y=;-1.117047
20;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
21;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.3161201;y=;15.4
22;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform);x=;-0.3161201;y=;15.4
23;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
24;[0] (UnityEngine.Transform)-[0] (UnityEngine.Transform)
